love	@AlainaFrederick LOL! Thanks for showing me @Naiyanan's site. I won't tell hubby if you won't.
anger	So freaking tired. I want my sleep pattern to be normal
joy	It's the start of a new week with tons of new photos to take and edit  Yay!!
joy	@NimbleRareFox wow that's quite a long time for studying  Good luck with the job hunting though.Yes also a Mac user (iMac) this side hehe
fear	computers are a great distraction-but sometimes you should be exercising to getting your chores done instead.
love	@DonDivaWear  Thank you!
surprise	Loll whats boyfriend #2 supposed to mean then? @cathyweeeen its to cold
fear	Sorry that your tummy hurts deathbyhistory  i got a tattoo like half an hour ago!
surprise	what's wrong with people? Second break-in at Wallmans tonight
sadness	Big Sad Face   Bing doesn't work on iPhone.  It just takes you to the regular mobile Live search.
love	@MrsSOsbourne Hi Sharon Missed you on our x factor last year!!  Come Back!! x
joy	im going to work
joy	:: holy kraut. I canNOT stay up this late. But the book is done and in the author's in box.  Tucking in with kitty-boys now. Nighty-night.
sadness	@jessiemayumi Shame about your job  have you thought about working for yourself?  there's big money to be paid http://bit.ly/1864ml
sadness	I hate taking lily to the doc to get shots. It makes me super sad
fear	Almost 2 more hours then i'm out of work. Time couldn't go by any slower.
joy	haciendo mi primer app con Thin + Rack + some crazy stuff...
anger	im so not feelinq this huqe ass pimple smack in the middle of my doom. it aint riqht man
sadness	is sadly sitting at home when she could be going to a partyyyyy
joy	@MAKEUPMANMAE LMAO...Ha! No I just simply wanted to go to NY!
sadness	Duncan finally got his orders... leaves for Iraq in September. Open invite to stay with me anytime during the year he'll be gone
fear	Having trouble syncing my iphone to my work exchange email  help!!!!
joy	@jackEO313 at first i thought bar life meant you were partying nonstop to catch up for the last 2 years...lol shoulda known better
sadness	@lilyroseallen yes........there are many cool things americans cannot watch
fear	Worried about the reply after sending THE SMS to 78277.
fear	Is sad that her brother is having a bad day
joy	@NewYorkChica I understood you pre-coffee tweet  I'm good
fear	@jmariu i couldn't eat all my nuggets  finish them for me.
anger	Busy busy bee.....  I wish I didn't have 2 do laundry! Worst
fear	@PeterPolaco signin autographs would be boring I think! Get wasted 2nite! Have fun! I'm stuck at work
sadness	My Blackberry's got a fatty (battery)  guess we're kinda in the same boat huh @laurensanchez ?
fear	@mileycyrus i bet you miss trace loads
love	totally forgot she had soccer today. ugh  today was actually good too...
joy	is getting ready to start the work week...work 2 off 3 then work 3 more. It's not bad  Have a great one everybody!!
fear	@Bwadoo that doesnt look good at all.
fear	I'm at work it's super slow and my baby is far away from me. All around crappy day.
joy	I think today I shall listen to some Gary Numan before starting some remixes
fear	@apt10C I was walking home when he fell to the ground
anger	oh i hate friday evening.
sadness	8 of my 11 followers are random spammers
surprise	@currykidd rofl. room is too small to dance
fear	No kickboxing classes today  pretty bummed. Still going to work out hard. http://myloc.me/1ZT0
joy	@Edit4321 cont...and then it goes to waste  no one likes stale sweets. That reminds me of this cute song called Stale Cupcakes lol
fear	@EileenLeft I am disappointed in the lad. I think he unfollowed me. @ryking is not showing me the love.
joy	@aulia &quot;alternate means of acquisition&quot; sounds sorta noble
sadness	i think they are working why eyes are drooping  its so weird being under drugs i dont like it ... cant wait for tomorrow though
joy	cooking with my dad  having lots of fun in the kitchen together
fear	I hate the fact that I'm 4.5 hours away from you tonight and tomorrow we'll be 1946 miles apart  I wish you were here (
sadness	My room is too hot to sleep in.
fear	@jpadamson I certainly know the feeling. Wesley is sleeping and I want to go get something to eat but I only have $4.38 in my account
fear	only an hour left with my iPod touch
joy	@ryansilk sounds like a great idea.  wish I could make it
sadness	: why is it so cold!?!?!
sadness	@trellthms what r u doing tonight bro?I wanna go out
joy	It's raining that fine rain!!! U know the fine rain that wets you the most
anger	@msmiya127 did your car get towed? Thats what happened to redgie's car last time he went there  another reason why i don't like splashtown
joy	i really wanted to go to surfers today
fear	@MichaelHewitt I'm not posh enough to read Tatler
love	Loves using remote access to use my desktop from my laptop.  -- Back from Emerge once again.
love	I love that Joan Rivers says it's Family First.
fear	Stupid bipolar weather ruined my day off
fear	I buy the team Zotz and they decide to roast me.
surprise	Ugh. Another &quot;what day is it today?&quot; (5 most uttered words last 2 weeks for me) - Missed a 10 yr old birthday &amp; it was even on my iCal.
fear	@gregverdino I can't believe you tweeted that. It was our special moment
joy	@ralphp eagerly anticipating twitpics
joy	Come join the fun as I through out the first pitch at the Legends game... May 16th @ 7 pm!   http://tinyurl.com/6nkpuz
sadness	@active_girl - Bummer...mail came but package didn't
fear	Watchin Hollyoaks...poor Justin!
love	Revelation: Strawberries and Nutella taste reeaaalllly good together...
love	awwww!  i love simon being bossy &quot;we'll find the time somewhere&quot;
surprise	is being a horrible twitter-er. Moved in to my Houston apartment and awaiting work starting on Monday. Real world=now
sadness	@hithit  missing jmichelle... told you treat me like a step child! smh
fear	@tigerlilyleo lots and lots of red wine...knowing good and well how it has managed to make me sick a few times before
fear	@animalhouse4384 All is well..That ends well! &lt; unless of course well times the power of three = the sum of ends if X being All
surprise	Cant believe there had been nice weather all day and I was stuck in doors all day
joy	@eep2001 Might have to cancel our Disney trip this year.  Not too thrilled about it.
anger	Never before in the field of human conflict have so many hard drives died on me.   What a waste of a day.
love	i can't stop listening to @Jonasbrothers new single! (paranoid) it's so amazing. i love them.
anger	Stupid MSN It wont let me onnnn
anger	via @uhmmm: Christopher Moore &quot;You Suck&quot; - hmm tja.. sucks
joy	@jetpacks YAY! I can't wait to read it.
love	&lt;3 KoRn... You guys are champions of the world
fear	What happened to the weather??
joy	Welcome to everyone  Playerstation.it is now live on Twitter. www.playerstation.it
love	@TheDanishGirl Awwwww!!!! And the gorgeous photo from California!!! You two make me melt!!!
sadness	@NellaGrl not really having a good night... missing my little girl...
love	@chaz81 Do U have a Morrisons near u?? Their chemist should be open!
sadness	I can't sleep without him nearby
fear	Ugh feeling sick to my stomach and I have five more hours of work to go
sadness	I lost 15 dollars. I always lose my money
fear	@trashlee i can't today   after my little tanning sesh i got so much shit to do. next week for sure if your down
love	@dougiemcfly have fun walking home on your own  xo
joy	Back from a long day of working it's good to finally be at home.   How is everyone tonight?
fear	@MDHOLLA Sharing #ff with my twitter fam. I won't be on too much longer got a real busy day. I can't twitter from my phone
sadness	@Farctum Oh poor thing  Hope it's easily sorted out. (and not too expensive!)
joy	@rayrayyyyy &quot;now or never&quot; makes me cry everytime  lol.
fear	.@orbitaldiamonds I want all the soldiers to come home so we don't have to hear about anymore being killed.
joy	Took a long nap...I feel like I should still be asleep
fear	researching ecologically friendly carrier bags... its not cheap to be eco friendly
fear	im @ the eye doctors &amp; had to bring trinity with me cause my mom fell down the stairs today &amp; broke her toe. ugh
sadness	I miss my friends so much
love	@sunshinebliss it was ok. Cute @ times.
fear	dissapointed in every way....confused... and damaged by the ugly love bug
love	@OfficialBF1943 http://twitpic.com/4jb66 - lol pretty long
sadness	@billiemcfly she said no not to nite  x
fear	Very bummed I can't go to the @shiftworkspace open house today.   DD and I woke up with a stomach bug.  Blech.  Y'all have fun!
joy	@clarexsaula I am excited. Ashley and Matt should be here within the next half hour and that's when it all really starts for me.
surprise	recapping on britains got talent. britain seems more talented than america
joy	@dopequrlbree Awww  You'll Be Fine...
love	Holy Crap EMS stasher rain jacket you are my new best friend!
sadness	@RobbieBarnes No Sky. Terrestrial analogue only
fear	I wanna crawl under my desk and take a nap  nvrmind its dirty =/
joy	@KelseyJ_xo  hey chick u alryt u at dads tmoro we sud do sumin aen like last week we neva dun oot this week lol  missed you ha bye hun xxx
joy	has a face mask on. hehe
love	is not ready for school yet!!!  http://plurk.com/p/wy69d
fear	got 34/40 for exam 1... percentage doesnt look good.
anger	@toriigwyn i want chinese food really baaad.
sadness	Working!!! Still sick
joy	someone take me to LA  I NEED TO SEE THE LEMON TREE
joy	@kirstiealley It'd be nice but soon we'll have to Pay to Tweet
sadness	@ptwaugh xbox broke  hope you enjoy playing 1 vs. 100. I was...looking forward to that.
fear	Taking a load of old broken concrete to the landfill. Tried to find a recycler
joy	@therage comes to you. when is your atl show jljf i swear you will have fun they're so much fun
anger	The only thing I hate about Playoff Pens hockey is how much the tickets are! I wanted to go to a game but there 300$ a ticket
joy	Going to have dinner. bbs
fear	calling mum too ask if she can by ice-cream
sadness	Hicks are mean!
fear	@its_sb I killed my furby tooo
fear	Doesn't feel well and Derek won't get me any medicine
love	@itsNICKJONAS hi Nick! I really like the serie JONAS  it's awesome! See you soon in the concert! kisses - Marta
joy	live on stickam.com/itstyleryo COME CHAT!
joy	@esmeeworld Good luck tonight! have fun
joy	@hartluck Oooh but your not coming to Perth  that sucks but you still Rock!
love	taylor swift's &quot;you belong with me&quot; is so amazing. love the mv!
sadness	On the set of Chuck Bass' New York Palace Hotel. Too bad they weren't filming today.   http://twitpic.com/67nht
sadness	@threefromleith Poor you. I'm off on Bank Holiday Monday today too
sadness	No launch today. Teacher changed plans and we watched a stupid move about tesla
sadness	@Sandy_B_ Shes bad they won't sort her out and is in a lot of pain
joy	Back home after a funeral for my wife's grandfather today.  Now its time for homework
joy	hearing the birds chirp makes me think its nice outside...well its not  rain rain go away!!!
fear	first puppy gone 2 new home.
sadness	@wyatthaplo I can haz beer too? Oh wait... I'm a work...
sadness	Everyone is working tonight! I'm bored
fear	I gotta do my assignments tomorrow  OMG mackillop has swine
joy	watching supernatural!  how exciting.
sadness	feels really sick.
joy	made my pin hole camera todaaaaay. need to get some film now!  http://tinyurl.com/cw8wp2
sadness	fell down while holdin kales hand today...I hurt my foot &amp; he bruised his forehead  im such a klutz!
joy	Viviann's all minee. Yummm
joy	@marteyo ahahaha okay deal  now i only have to snuff hermione out
fear	Have @ Irma Vep rehearsals. No...not really.
joy	New baby doing well.  I will be attempting to do some more &quot;painting&quot; this weekend.
joy	@lolbethie that sounds great right about now. It's ridiculously hot in my house
surprise	trying to work out how to use Twitter!
fear	Sorry everybody! Apparently Twitter isn't sending me my updates.
joy	Listening to nin and working on my break. ALMOST as good as being at the show.....  rock out extra hard @SarfaBarfa
fear	@oxEmalieexo: Awwwwwwwwwwe  That okay. I missed bullet's concert in toronto last summer 'cause i had just gotten into them D:
fear	Just checked my bank balance. I spend like a millionaire despite the fact I am nowhere near as rich as one.
fear	Trying to go to sleep but no luck  I think i'm sick... =S
fear	ugh i need a job but no one is hiring
fear	@Nahtuhlee Why no sn... o. yeah... Sad day.....
fear	@cnn Any others jobs like this available? Sounds like a great experience. Direct message if you know of any others.
sadness	Damn I failed in my assassination attempt on Louis  re: http://ff.im/3mrIM
fear	Feels like im going to cough up a lung
fear	Traffic is horrific on 695..I jus wanna gt my dog
sadness	missss my friends and plav  time for a long day of work hahah
surprise	@tommcfly i can't believe that you guys are gonna stay just one day here in Rio de Janeiro again
fear	Sunburn on my knees
sadness	Can't believe how gorgeous the weather has been today &amp; I've had to spend it at work!
sadness	@gfalcone601 that little girl on BGT! how sad! i cried  lol xxxxxxxxxxxxxxxxxxx
fear	causee not everyone can pass the challenge test duh
fear	i need to go out of office again.. i am melting..
sadness	still freakin out about missing the game!!!  #jonasnewsongs
love	@danielle_eleni I love you too!
sadness	My tummy hurts...
fear	@DRESINATRA that's dope!  stay out of trouble
anger	@CiiTYLiiGHTSx3 what happened? who's the jerk!?
fear	@JYBeliever sore throat (like hurts to swallow) runny nose and constant sneezing
joy	My best mate found out that I am moving. She doesn't understand I wanna do something with my life; Leaving to go to Uni..
fear	@darkmindedsith Damn it. I can't film it. Nevermind
fear	@Blue_Rose *hugs* thanks. I don't know how I'm going to fix this if I'm ever going to get my account back.
joy	@Bofu2U Good mornin' to ya!
fear	Oh noes! The TV is broken  No red standby light or anything... checked the plug fuse... now to the inside
sadness	.... So I always get left out
anger	Being in Vegas with @donniewahlberg would be so much better then home!! This has been the day from hell!!
sadness	he wasn't there today   my free day from when the bell rang and wen it rang at the end was okayy..but after
joy	nothings better then going out for chinese at the supperinn with ma fave cousins at 1am
joy	&quot;I love knowledge. I love thinkin. Fressshman. Fressshman.&quot; pellericious math song
joy	Even though it is already Monday. Thanks for the #followfriday complements - you know who you are!
fear	@V_Simmons everyone has their mistakes to make and lessons to learn. Don't let the negativity get to you.
fear	It's so cold out there! I've just lost my wallet
sadness	@gabbyflyyy im so jealous! I want to go to ny
joy	gooodmorning people of earth!
sadness	moving offices  I'm going to miss you Hollywood.
fear	I can't figure out the empire puzzle.  Stuck at 36
fear	Back to the salt mine for my one day work week. So much to do.
love	@Deathwishedx3 and you. okaaaay
fear	@iGaia Nope!  She can travel all she wants when SHE can pay for it.
fear	I did it! I finished my first chapter summary on Care of Souls! Pray that I can have the Lords understanding! This isn't easy to do!
sadness	@OnyXx_B all the shows are sold out  so I have to wait til tomorrow or sunday...
anger	@lozzy hahah I wish that was true. This is really really bad  just gonna stay home and chill tonight. And as usual I REALLY wanted to go.
anger	Swolen as shitt  boo hoo
fear	@neg2led what's wrong?  maybe I can help?
sadness	@Brookeleeadams hang in there- health should be priority #1 right now! i do hate seeing good people get mistreated so i'm genuinely sorry
surprise	Can I get a &quot;what?&quot;  &quot;what?&quot;...the baby sent some Twitter messages on my behalf
fear	@craigeryowens I work at a movie theatre in Toledo and I'd let you come see it for free. But it's not in 3D
fear	@MeccaDonna  well hit me and we can see...it depends then
fear	@Rorzshach Are you okay?
love	I seriously want a pug  Buy me one?
joy	@gorgeousgg yup!! even though its a lil rainy out lol hope ya have a good day
joy	@TarQuianHesa Yeah they are! So stop making fun of me! I gotta get new ones
joy	@roynuj thank you  Feel much more relaxed now that everything isn't as scary as in the beginning
joy	Going to shopping place thingie! BRB LATERZ!
love	haappy bank holiday  2 weeeeks. aah!
anger	in about half a hour i'm going to my english lesson...guess i'll have to wait...and wait for a couple hours so i'm over with it.(( :S   ))
joy	@pauliniunia its the best show EVER!
fear	the plan to not spend money is not going well
joy	@hayfa You are welcome
sadness	So sad I'm going to miss seeing Pennywise again this year
anger	@DanielJUK awwww  nsty when ppl make fun of someone &amp;  laugh their asses off; when the see ur not laughing that shoud be a HINT! Wrong
joy	Hallooo bayern!hallooo stau!
sadness	Murray just got broken
joy	YAY!  A bright and shiny new week to play with
anger	@kristanmarie at least you dont have quad parking haha two cars drove by real fast and spashed mud all over me
joy	ordered my new shirt
joy	leaving now  dont miss me too much tweetbeaks &lt;3
fear	cant believe i stay out this late!.....waking up for work in T-minus 4hours
fear	anyone have a verizon fone i can borrow for the mean time while i get my replacement?
fear	@myuze_me Why so blah?
fear	@RachellT342 ugh... I know the economy is depressing...
sadness	Lmao i come on mad replies im like damn im missed ... Damn follow friday lmao so im still not important or missed
surprise	Rather jealous of my football club who have all gone to Portugal on tour today. They're even playing a Sporting Lisbon veterans side.
fear	twitter has spam!!?? oh no
fear	@Need4Sheed_com Ohhh got it. It's the 8830 I think  I miss the Pistons  I really hope Joe D cooks up something big!
sadness	My computer died
sadness	Rest In Peace  ADaM 12 &amp; GLeNN EPPS.... Gone but never forgotten... what a week ...Loud in da air 4 ya
joy	@colbyrne totally agree
joy	Going to Houston and Nola this weekend with @jill5455. Who wants to join us?
fear	missing his voice
sadness	i didnt get paid this week  roll on tuesday
joy	@mombloggersclub Good morning
joy	@fromlucy thank you dearie -- I just followed dome of them on there too!
joy	@primaveron I need them  It would've made my picture so much cooler. Mine are bottle green. Eeyea-thooo!
surprise	so im dogsitting at my friends house and her cleaning lady came this morning. and she told me i looked like i was 18.  man. growing younge
anger	The jetway feels like the seventh layer of hell. Oh and there are way too many babies on this flight. And I forgot my Bose.
love	slept all day.. lol. now time to start on my UN article.. what fun (: ...
joy	lay by the pool and take a nap. my agenda for the day
surprise	@LenaAlli i dont even know now lenaaa  when you going clothes show?
love	NOOOOOOOOOOOOO! Amanda's cut her hair!  I LOVED her hair !
fear	@JEFFHARDYBRAND  Aww bless hope the phones okayy  x x
sadness	@pilarlovesyou  i love you. don't leave me!
sadness	This sars has really got me down.
sadness	i reaaally need you
sadness	@dutchcowboys Huh... PR from 5 to 2..?
joy	@MikeyConner Hey I bought that Porter Cable 4-piece set.  My new drill has an LED light near the trigger.  Oh I'm so happy.
fear	We're practicing our blackjack skills. It doesn't look hopeful.  http://yfrog.com/0l2tsj
sadness	waubonsie lost  they're out. i'm soo pissed
surprise	@jordanmccoy awwww how cute its a pUG
sadness	@theroser i miss you SO much-o
sadness	I wanted to see the story on ACORN tonight on Glen Beck but I missed it
sadness	no internet in my pocket   edge network down in denver  *sob*
fear	@StephanieBamBam @tjtrapp I can't join your game... it's a private beta
sadness	@Jonasbrothers Just saw the webc. awesome! i loved all the songs! im sad cuz i couldnt be there  had 2 wake up early and it started at 1am
sadness	I am so hungry! And there is no food for me to steal
fear	@meghanwong don't think i can take a needle. watched a horribly gory short film on drugs a few months ago. i'm scarred for life.
joy	@peternomad Thanks! I know.
joy	@dnbchik ohhh that cant be very fun    but hell you manned it up!!   looks like you got some shit done today!!
sadness	im soo bored...im deffo missing my music channels
sadness	Rainy day today.  No car so we're stuck in the house   I needed to go to the post office too...bastards
sadness	At school. Blagh. Yay I'm getting the IPhone in August!!
sadness	I miss my baby
surprise	@hellparade what? whyyyy?
fear	#bgt It's a shame that the Dreambears won't get through
love	Yah! Feeling better and had a beaut day - Sophie razzing it at the skateboard park (at all of 3 yrs) and Charli happy at school
sadness	@JackAllTimeLow I wish I could go to your melbourne show but my parents won't let me  *cries*
joy	@FoolProofDiva  have a good day!
joy	Mock AP Chemistry exam today! Then to Central Park!  Is there gonna be a AP Chem v. AP Bio tournament?!
fear	Really struggling with my packaging design
joy	7pm and I'm just now leaving my desk.  And just last week I was on a safari. My how time flies.  What's good for the weekend? JBII
fear	Computer remains dead
surprise	@trinemt I'm excited! Hust let me know when you want to go over to Lucky7 Tattoos
fear	@iamdiddy including myself... guess umma be partying alone yet again...lol..
fear	just picked up her Blackberry from the middle of the street! Both she and it are crushed!
fear	I keep pulling out my knitting at my desk and then putting it back.  Not good!  Not good!    T-minus 15 minutes till release........
fear	@fmpug doh! I'm out of town so I can't get my results from the mail
anger	ooo my goddddd; vodafone trouble. no network
sadness	I want to join but i live in michigan
fear	@willembuchner I'm putting in Societe Generale in China. Very interesting stuff but has me away too much ... gotta fix that!
joy	Listening to Miley Cyrus Breakout CD ! love it!
fear	farrrrr . pdhpe assignment due next week and have english homework !
sadness	This weather is awful! I just want to curl up and read a book all day
anger	@ColetteThomsonx pure twittering my friends  he's a pure nymph or summmit. I'm FANTABULOUS. miss yeees guys.
joy	learning to play sweet child of mine on guitar.  yays.
fear	@ddlovato where are ya headin to for your family vaca? i hope the paparazzi leave you alone
joy	1 day to my Birthday !
fear	I'm hurtling headlong into a day of spanish and art. but my view is: after tomorrow it's just REVISION and extra frees
sadness	argh! why why why
love	@showingmyassets no happy hour for me today
love	@srcasm  I need to come spend some time on your roof - I miss you &amp; @beyondreality    double date in a couple of weeks?
fear	hasn't had time to go on twitter since working full time!
surprise	Well. That first tweet for today failed.  lol. Back to sleep or bacon and eggs? So hard to choose!!
fear	@LILELLAY i am! lol its just i got used 2 talkin 2 ya..!
fear	is ONLiNE  http://plurk.com/p/stjdg
fear	@Bournemouthecho 'answers on a postcard'?! What century are you in?
joy	woo exams nxt wk
anger	fuckin'm transtelecom
fear	painting my nails green in an attempt to look like an army person. annoyed that everyone seems to tan apart from me! freckles and sunburn
fear	I'm gonna miss them so much  I'm crying right now... :/
sadness	Porter is making be a sad panda
sadness	boys and girls lie? awww is santa not real either?
joy	@Rae4OSU where ya at girlie...haven't heard from you in a while  missing your cheery disposition...LOL
surprise	@thatlass he was a very tallented man so its fitting wish I was closer to see it myself
love	@mileycyrus http://twitpic.com/336u5 - i love her too !!! she shouldve won
fear	What happened with her??? Why is she being so wierd all of a sudden???
joy	@buckhollywood HEY BUCK!!!!  love u loads!! LOVE &quot;WHAT THE BUCK?!&quot;
joy	live long and prosper
love	Ok getting the pink stripey one it's the most subtle I'm a bit bored of the floral print! Ok?
sadness	@savingtime buuuut its so annoying!!  okay *breathes* x.
anger	okay... I can't twitter anymore.. I have to study..  ugh I HATE SCHOOL.. jk. but I thoroughly dislike it...
fear	I may have come down with something; we're almost out of tissues!    this is not a good season  http://tinyurl.com/nccqya
joy	grecia! its between mood &amp; party! i wanna see him lol but we are going out fershure.
sadness	i want to see the next gossip girl episode!
anger	bout to go to work with a wicked sunburn on the chest.
sadness	epic fail with the chocolate fountain that got CLOGGED
joy	good morning!
joy	School. School. School.  today seems like it's going to be a great day!
love	Just saw Ghost of Girlfriends Past  it was actually really cute for a total chick flick. Mattew McConaughey is smexy
fear	@SteveAgl not for me
sadness	I Wish i was still in Cornwall - i miss my auntie's dogs
fear	@MattyOsborn YIKEYSSS!!  I'M HARMLESS REALLY!! JUST WANT SOME ATTENTION FROM BRODY!!!
fear	still having a hangover
fear	Just got home from a work.. and not looking forward to it tomorrow morning! Oh and tomorrow night! Great
love	@jonasbrothers http://twitpic.com/4qpzx - i love you guys  you're the best
fear	@Steve_Sanderson What's with Twatter lately?  Either I can't get on or the replies don't turn up!
fear	First Natalie and now little Holly. This is mean
sadness	@meerasapra seriously.. it used to spend most of the time in my house..
sadness	just got home. im so effin sad
love	@Alexa997 Isnt it only like 3 episodes though? Sad
sadness	Can't believe preseason doesn't start until August  football with drawls..
anger	@chuybe again your fault  i didnt make u leave
joy	Just got up a half hour ago.... Ugh not much sleep
sadness	can't chat with @mitchelmusso since i have to go to school now  http://tinyurl.com/mf88dz
sadness	the dutchess - such a sad film but still a fave...
sadness	@dannygokey im so upset u were at US weekly my uncle works there but he apparently didnt know how big of a fan i am!
fear	@ChuckGysi  oh sorry - I misunderstood. I'm not 100% sure but I'm thinking there isn't
joy	@HaoranC Go for it!!
fear	Where can I get nice food for Mam down the Bay that a) is likely to have room for 3 tonight and b) isn't the mingin' burger kitchen
anger	I always want to be perfect. Thatï¿½s so hard cause I even know that itï¿½s impossible. ...
fear	@nathanblevins Ouch. I won't be down in Miami tomorrow morning. That sucks  It's a cruise? Are you driving back the next Saturday?
fear	@mercutiom i know! i just got off the phone with them. it will leave a Giant hole on Mill. + Regions also closed.
joy	Poor baby's got his first booboo  that he caused himself LOL  http://twitpic.com/673vt
fear	@katdrabeck that song is soooooo hot! i want to go but might have to wrk - i think my mgr is pissed - should have worked last night
joy	checking iDestroy sales.... sales are good
sadness	@2Serenity No FAIR!
love	@nirajgoa Oh! Don't you just love these Vodafone series of Ads ... The best picturisation ever
anger	@cheynefritts You're a real hooker. I'm gonna slap you in public.
joy	happy star wars day everyone  off to celebrate with the family... ok we're not celebrating it but i am going round to the famo's...
anger	@joecommisso i'm going to smack you
surprise	@momlogic OMG....that is soooo sad.
surprise	@tvfanactic Jealous I wanted see that film
sadness	in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes
love	@clovisdied *hugs* me too.
fear	@lauralalahh I'm so sorry!! I hope she's ok  xxx
joy	whew finally got in to RC..
sadness	everyone has left me and gone to bed
fear	@PinkBerryGirl Aniya666 yours wasn't there
surprise	@scottfaithfull You're not singing in the rain?
joy	@Sarahhlouisee thankyou  how is ur night?
surprise	@nessalh boo... i was hoping for a fake alien story with a tinfoil covered beachball photo
sadness	I feel guilty bc I think it's my fault the hard drive died
fear	@PinkyNKOTB Oh I've got that one &amp; the stp x step one on VHS. Tried connecting our video to harddrive to copy to DVD but didnt work
love	@unahealy i want to see you on tour!
anger	only gets spam in her college email account now. What a way to rub in graduation.
fear	@DavidCookLove ia so much! i haven't really been happy with any of cooks choices for singles.
sadness	Where is the boss... I'd like to have my check and leave please!
sadness	My mouth hurts. Wish I could cut my head off
surprise	Ah! Haha Omg  we have no more fudge grahmcracker cookies! Boo
sadness	I just realized I spelled &quot;adorable&quot; wrong when I tweeted @mindykaling she must hate me now
joy	In the university with hungry!!
anger	Hmm maybe I this time I really did over react and do the worst
fear	@cathrynmarie i miss jack n box  and whataburger  and oooo taco cabanaaaaaa  lmao
sadness	@thecraftykitten like cheesecake brownies!!! i miss my cheesecake brownies... and the walmart closest to l.a. (to me) doesn't have em
joy	@filmnerdjamie I've only seen Star Trek twice. Seeing &quot;Up&quot; today but not in 3D since I was outvoted.
love	I love my puppy
sadness	Field day.... Gt class...not winning...
joy	Spanish... The suckiest class ever. But I'm learning atleast. Te quiero Tiasha!
fear	We're having an impromptu pool party... Except I don't know how to swim so I can't get in
sadness	Way to many people were crying at the school picnic and now I have to decide if I want to go back or go to public. I'm confused and sad
love	@EmilyKSalcedo Flew home from London to NI to catch up with the family and caption a show ... Everyone went to bed early and left me!!
fear	I want to change my twitter name but I can't think of anything
sadness	@thriftymommy well my daughter is 20 now...thats why I said 'I miss those days'...they go by sooo fast
joy	Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me
fear	i can't sleep.  amp.
sadness	@chevelleluv p.s. sorry about ur uncle
anger	I have had the William Shatner version of Rocket Man in my head for 3 days now. It's fucking distracting
fear	@codemonkeyism How about SUSE?
sadness	@MissCaseyB I know what you mean  rain sucks...
sadness	@MISSCOKASPLASH yay but you missed naptime
fear	@TechSmith whatever u want us to wear / stick / show off around DUMBO Brooklyn &amp; Manhattan
joy	Updating my iPod and downloading new songs.
anger	Lol..2 people in falcon..and boo one of them being becca
fear	@Jadeyyg  haa I'm so exciteddd woooo
sadness	In denial about the moving van parked a few blocks away.
sadness	My sunburn itches  ouch
fear	My dog is suffering from abandonment issues. She thinks I'm moving without her.
joy	nice hair and nowhere to go
joy	1 lovely one before waking up
surprise	@DexterAddict Aw  *hugs* Sorry man.  If I were rich I'd buy u a ticket NOW!
sadness	@MissDeeeee don't encourage me... I've got years of this stuff. you will regret it !
joy	@whatswithinu I'm very much in tune with your words today. Thanks.
fear	Gees can this week get anymore horrible....now i cant go to spain
fear	Subhana Allah... I got scare told you i started having anxiety
joy	Sitting outside with my laptop  Its kinda nice
fear	@cln0103    hope all is ok.
joy	@jesfive SWEEEEET - San Fran is awesome!!!!  Love it there
joy	this goes out to the one n only smirker   cheers dave!  aka jak  aka the best chest ever! ? http://blip.fm/~5jjcc
surprise	Ugh RUDE!..
sadness	is seriously heartbroken!!!
joy	Aparantly it's #starwarsday so enjoy  don't quite know what your Kent to do but be happy anywho!
sadness	Will miss my baby for 2 days
love	@Leikela4 glad its nice there. Gray skies and rainy in wisconsin.
joy	That's the Birthday Boy's iPod Touch and DSi set-up and sorted. Just to think I would have been happy with a ball + boots at that age!
surprise	huh? its 1 am already? shucks
fear	Waiting for Natie to come online I miss him.
fear	Back in Durham from Greensboro but Cook-Outs closed.  hmmmm....
joy	@detrick Hey! So glad it's Friday but not happy that I just ate a bad apple
sadness	but now i have no money for a phone
joy	I'm at the anime store iat rivercenter going crazy at all the Pokemon stuff. I wish I had money
joy	@medscholar08 try #fireflight first... female fronted metal is awesome..  ..  Unbreakable album would be a good start!
anger	I hate the dentist
sadness	@pinkbunny69 awww thts no good hun-i'm having the worst day as i'm sick as
anger	feels so used I hate guys grrrr
joy	@ReminisceSmith im only on 1800  lol
sadness	Im sad right now becuz of my lady
anger	Damn it. Totally gutted I decided not to go out tonight. Roni Size is DJing
joy	@akmourad Hey what's up? My name is Caleb and I'm your newest follower!!!
anger	texting my friends and being bored...   gosh i hate rain!!
sadness	Ok. Time to nodd off its gonna be a long day tomorrow. Saying goodbye to my car for good
sadness	@NacMacFeegle Sad to see...despite my being glib about it
sadness	Just got my ass kicked in Tripoly lol  I got such bad cards... i suck
fear	@Japes_76 haha.  weird?!?  no sunshine for us
sadness	I'm at work....bored out of my mind.
sadness	@cohenster i know its awful  but never fear i've got loads of funds so we can have a drunken catch up post-exams ja?
love	@ChipEFT Morning Chip - loved the new html format on your ezine.
fear	@bonobo_fr Yes I saw the Village but the restaurant in the Village Square has a sign above it that reads &quot;Digestif.&quot;
love	wanna go to hav my beauty sleep  gdnite .. sweet dreams
joy	Happy morning Sunshine  It's May 4! I'm driving with the windows down and singing and smiling and not wearing shoes because i'm Kirsten!
